timestamp,date,hour,day_of_week,day_name,month,is_weekend,total_kwh,hvac_kwh,lighting_kwh,equipment_kwh,occupancy,temperature_c,humidity_pct
2023-01-02 19:00:00,2023-01-02,19,0,Monday,1,0,96.47,13.62,12.67,18.47,45,5.2,81.3
2023-01-02 20:00:00,2023-01-02,20,0,Monday,1,0,62.23,12.01,7.46,9.2,11,17.3,77.7
2023-01-02 21:00:00,2023-01-02,21,0,Monday,1,0,62.34,12.27,4.57,10.47,15,17.2,51.2
2023-01-02 22:00:00,2023-01-02,22,0,Monday,1,0,40.87,11.08,3.11,4.17,6,9.9,32.1
2023-01-02 23:00:00,2023-01-02,23,0,Monday,1,0,41.96,7.71,4.37,5.23,2,8.7,36.5
2023-01-03 00:00:00,2023-01-03,0,1,Tuesday,1,0,52.35,10.59,6.02,7.72,4,17.6,60.1
2023-01-03 01:00:00,2023-01-03,1,1,Tuesday,1,0,38.89,11.26,3.1,5.2,7,9.4,81.2
2023-01-03 02:00:00,2023-01-03,2,1,Tuesday,1,0,44.49,9.29,5.53,7.82,0,9.9,59.4
2023-01-03 03:00:00,2023-01-03,3,1,Tuesday,1,0,38.16,7.15,2.81,8.88,2,6.2,47.6
2023-01-03 04:00:00,2023-01-03,4,1,Tuesday,1,0,49.77,12.68,4.84,7.19,4,6.2,63.1
2023-01-03 05:00:00,2023-01-03,5,1,Tuesday,1,0,51.8,11.58,3.04,8.74,1,5.7,60.2
2023-01-03 06:00:00,2023-01-03,6,1,Tuesday,1,0,107.23,27.14,8.78,14.22,31,13.9,76.0
2023-01-03 07:00:00,2023-01-03,7,1,Tuesday,1,0,106.55,18.49,9.08,22.28,21,6.1,34.7
2023-01-03 08:00:00,2023-01-03,8,1,Tuesday,1,0,120.54,20.47,8.91,21.45,26,17.8,71.4
2023-01-03 09:00:00,2023-01-03,9,1,Tuesday,1,0,190.31,36.89,14.26,31.28,118,10.6,44.0
2023-01-03 10:00:00,2023-01-03,10,1,Tuesday,1,0,177.35,37.14,17.14,29.47,118,14.7,62.1
2023-01-03 11:00:00,2023-01-03,11,1,Tuesday,1,0,177.34,42.94,12.43,32.02,123,17.7,60.6
2023-01-03 12:00:00,2023-01-03,12,1,Tuesday,1,0,154.48,24.08,16.31,27.55,95,12.2,83.3
2023-01-03 13:00:00,2023-01-03,13,1,Tuesday,1,0,162.61,30.49,13.99,23.2,75,14.6,80.3
2023-01-03 14:00:00,2023-01-03,14,1,Tuesday,1,0,166.5,26.98,13.48,19.59,82,7.2,65.6
2023-01-03 15:00:00,2023-01-03,15,1,Tuesday,1,0,154.14,32.09,12.43,24.09,137,12.0,47.0
2023-01-03 16:00:00,2023-01-03,16,1,Tuesday,1,0,181.09,37.57,11.67,30.04,80,17.3,69.9
2023-01-03 17:00:00,2023-01-03,17,1,Tuesday,1,0,108.61,24.26,6.79,10.64,47,15.1,56.4
2023-01-03 18:00:00,2023-01-03,18,1,Tuesday,1,0,108.55,17.9,11.37,13.98,41,12.4,33.5
2023-01-03 19:00:00,2023-01-03,19,1,Tuesday,1,0,114.5,24.87,10.3,17.01,24,16.0,43.6
2023-01-03 20:00:00,2023-01-03,20,1,Tuesday,1,0,57.23,8.81,8.86,9.14,18,16.4,71.6
2023-01-03 21:00:00,2023-01-03,21,1,Tuesday,1,0,60.27,14.28,5.5,10.51,16,12.3,78.2
2023-01-03 22:00:00,2023-01-03,22,1,Tuesday,1,0,35.85,6.07,2.67,6.85,4,13.3,74.3
2023-01-03 23:00:00,2023-01-03,23,1,Tuesday,1,0,46.87,9.15,4.26,6.06,2,16.8,49.2
2023-01-04 00:00:00,2023-01-04,0,2,Wednesday,1,0,47.58,11.59,4.15,7.13,2,14.1,73.8
2023-01-04 01:00:00,2023-01-04,1,2,Wednesday,1,0,42.15,6.93,2.78,7.13,1,9.3,64.8
2023-01-04 02:00:00,2023-01-04,2,2,Wednesday,1,0,34.5,6.99,3.1,4.57,6,10.2,68.4
2023-01-04 03:00:00,2023-01-04,3,2,Wednesday,1,0,44.88,12.18,4.61,8.96,4,7.5,32.2
2023-01-04 04:00:00,2023-01-04,4,2,Wednesday,1,0,31.32,8.31,3.29,4.36,0,11.9,49.6
2023-01-04 05:00:00,2023-01-04,5,2,Wednesday,1,0,35.95,9.63,5.28,6.56,2,17.0,33.4
2023-01-04 06:00:00,2023-01-04,6,2,Wednesday,1,0,106.6,26.08,11.36,14.92,34,12.0,80.8
2023-01-04 07:00:00,2023-01-04,7,2,Wednesday,1,0,104.16,24.97,6.91,14.54,26,13.9,76.4
2023-01-04 08:00:00,2023-01-04,8,2,Wednesday,1,0,110.33,16.0,12.14,16.68,34,6.4,70.6
2023-01-04 09:00:00,2023-01-04,9,2,Wednesday,1,0,173.75,27.74,15.27,22.53,92,12.7,67.4
2023-01-04 10:00:00,2023-01-04,10,2,Wednesday,1,0,178.16,35.72,11.19,26.48,113,12.3,62.3
2023-01-04 11:00:00,2023-01-04,11,2,Wednesday,1,0,175.44,43.54,15.93,22.68,138,17.8,63.3
2023-01-04 12:00:00,2023-01-04,12,2,Wednesday,1,0,134.88,24.99,10.29,18.8,63,16.1,34.8
2023-01-04 13:00:00,2023-01-04,13,2,Wednesday,1,0,148.5,38.61,12.93,25.0,116,14.3,59.4
2023-01-04 14:00:00,2023-01-04,14,2,Wednesday,1,0,180.14,40.17,12.0,30.78,93,7.6,70.5
2023-01-04 15:00:00,2023-01-04,15,2,Wednesday,1,0,175.62,27.48,14.35,30.32,77,5.7,48.5
2023-01-04 16:00:00,2023-01-04,16,2,Wednesday,1,0,154.73,27.07,18.12,22.39,76,6.1,37.6
2023-01-04 17:00:00,2023-01-04,17,2,Wednesday,1,0,102.05,14.39,12.03,17.19,28,17.1,84.5
2023-01-04 18:00:00,2023-01-04,18,2,Wednesday,1,0,90.77,17.93,12.52,16.97,43,6.8,73.7
2023-01-04 19:00:00,2023-01-04,19,2,Wednesday,1,0,91.98,23.59,10.82,15.16,18,9.1,62.4
2023-01-04 20:00:00,2023-01-04,20,2,Wednesday,1,0,60.88,11.33,7.61,11.05,17,8.9,71.1
2023-01-04 21:00:00,2023-01-04,21,2,Wednesday,1,0,66.08,10.79,6.73,11.09,7,12.1,53.7
2023-01-04 22:00:00,2023-01-04,22,2,Wednesday,1,0,38.33,9.95,4.4,4.55,6,13.1,59.3
2023-01-04 23:00:00,2023-01-04,23,2,Wednesday,1,0,34.95,7.23,3.25,6.8,5,7.7,69.3
2023-01-05 00:00:00,2023-01-05,0,3,Thursday,1,0,45.69,11.41,3.0,6.69,6,16.0,37.0
2023-01-05 01:00:00,2023-01-05,1,3,Thursday,1,0,37.71,7.99,5.42,7.64,6,12.8,61.1
2023-01-05 02:00:00,2023-01-05,2,3,Thursday,1,0,51.32,10.39,5.82,8.89,7,12.6,52.0
2023-01-05 03:00:00,2023-01-05,3,3,Thursday,1,0,39.45,10.31,4.57,7.08,6,14.4,62.6
2023-01-05 04:00:00,2023-01-05,4,3,Thursday,1,0,36.42,12.47,5.68,4.02,6,7.0,61.7
2023-01-05 05:00:00,2023-01-05,5,3,Thursday,1,0,53.97,12.57,6.21,6.24,5,8.1,39.1
2023-01-05 06:00:00,2023-01-05,6,3,Thursday,1,0,100.14,26.49,8.66,16.24,59,12.9,50.9
2023-01-05 07:00:00,2023-01-05,7,3,Thursday,1,0,115.31,23.45,7.24,17.31,45,17.0,49.0
2023-01-05 08:00:00,2023-01-05,8,3,Thursday,1,0,103.05,25.19,9.44,15.34,43,12.5,39.1
2023-01-05 09:00:00,2023-01-05,9,3,Thursday,1,0,165.81,30.15,15.09,32.18,128,12.2,77.3
2023-01-05 10:00:00,2023-01-05,10,3,Thursday,1,0,163.97,29.6,13.13,23.53,130,7.7,79.4
2023-01-05 11:00:00,2023-01-05,11,3,Thursday,1,0,149.43,35.21,15.54,20.35,126,11.9,59.4
2023-01-05 12:00:00,2023-01-05,12,3,Thursday,1,0,147.48,31.15,15.07,16.94,67,16.2,82.0
2023-01-05 13:00:00,2023-01-05,13,3,Thursday,1,0,147.58,29.78,9.3,17.63,109,16.3,52.4
2023-01-05 14:00:00,2023-01-05,14,3,Thursday,1,0,163.21,30.29,11.93,24.77,128,9.4,61.3
2023-01-05 15:00:00,2023-01-05,15,3,Thursday,1,0,187.15,39.61,18.11,26.04,120,15.8,51.8
2023-01-05 16:00:00,2023-01-05,16,3,Thursday,1,0,172.38,29.46,12.69,29.85,81,13.2,70.5
2023-01-05 17:00:00,2023-01-05,17,3,Thursday,1,0,107.9,24.84,10.56,13.46,16,9.7,31.9
2023-01-05 18:00:00,2023-01-05,18,3,Thursday,1,0,105.26,17.49,11.53,13.7,49,17.3,72.0
2023-01-05 19:00:00,2023-01-05,19,3,Thursday,1,0,97.75,18.53,6.65,12.84,16,13.2,44.2
2023-01-05 20:00:00,2023-01-05,20,3,Thursday,1,0,57.76,14.31,9.02,8.62,17,14.0,67.6
2023-01-05 21:00:00,2023-01-05,21,3,Thursday,1,0,62.51,11.69,4.25,7.83,10,15.8,41.4
2023-01-05 22:00:00,2023-01-05,22,3,Thursday,1,0,39.57,6.09,4.94,7.31,7,8.3,64.8
2023-01-05 23:00:00,2023-01-05,23,3,Thursday,1,0,41.86,7.83,4.6,5.55,1,7.2,70.6
2023-01-06 00:00:00,2023-01-06,0,4,Friday,1,0,38.07,10.42,3.56,5.92,7,10.7,80.4
2023-01-06 01:00:00,2023-01-06,1,4,Friday,1,0,50.94,9.08,6.32,4.6,7,7.8,31.7
2023-01-06 02:00:00,2023-01-06,2,4,Friday,1,0,34.42,10.37,2.8,6.48,4,7.0,64.3
2023-01-06 03:00:00,2023-01-06,3,4,Friday,1,0,41.01,9.18,5.35,7.01,0,8.2,75.1
2023-01-06 04:00:00,2023-01-06,4,4,Friday,1,0,48.07,11.02,3.66,6.97,2,9.1,74.4
2023-01-06 05:00:00,2023-01-06,5,4,Friday,1,0,46.13,12.73,5.56,7.22,0,13.6,68.1
2023-01-06 06:00:00,2023-01-06,6,4,Friday,1,0,111.61,18.85,9.68,15.3,45,5.7,66.8
2023-01-06 07:00:00,2023-01-06,7,4,Friday,1,0,119.07,22.83,9.58,16.25,34,14.1,46.4
2023-01-06 08:00:00,2023-01-06,8,4,Friday,1,0,132.71,28.22,12.64,17.93,49,5.7,55.0
2023-01-06 09:00:00,2023-01-06,9,4,Friday,1,0,178.4,33.11,15.5,25.75,82,14.1,48.7
2023-01-06 10:00:00,2023-01-06,10,4,Friday,1,0,175.34,27.27,13.27,26.51,104,14.6,58.6
2023-01-06 11:00:00,2023-01-06,11,4,Friday,1,0,167.81,35.01,19.41,19.5,92,11.9,81.6
2023-01-06 12:00:00,2023-01-06,12,4,Friday,1,0,170.63,38.97,11.84,25.57,88,5.5,56.4
2023-01-06 13:00:00,2023-01-06,13,4,Friday,1,0,144.53,24.83,11.72,22.39,60,8.1,36.1
2023-01-06 14:00:00,2023-01-06,14,4,Friday,1,0,152.42,30.85,12.71,21.24,99,8.6,80.1
2023-01-06 15:00:00,2023-01-06,15,4,Friday,1,0,186.29,39.49,12.42,25.85,113,16.4,82.0
2023-01-06 16:00:00,2023-01-06,16,4,Friday,1,0,173.58,36.37,11.7,31.09,133,10.2,76.1
2023-01-06 17:00:00,2023-01-06,17,4,Friday,1,0,74.46,13.61,9.0,10.73,17,15.7,74.0
2023-01-06 18:00:00,2023-01-06,18,4,Friday,1,0,97.58,15.81,9.87,15.84,49,14.9,68.3
2023-01-06 19:00:00,2023-01-06,19,4,Friday,1,0,85.78,15.91,9.99,15.8,28,16.2,55.2
2023-01-06 20:00:00,2023-01-06,20,4,Friday,1,0,52.62,9.93,6.38,5.49,6,16.2,74.5
2023-01-06 21:00:00,2023-01-06,21,4,Friday,1,0,52.49,10.99,5.84,6.89,9,5.6,59.3
2023-01-06 22:00:00,2023-01-06,22,4,Friday,1,0,46.62,5.91,4.93,7.77,1,11.4,56.4
2023-01-06 23:00:00,2023-01-06,23,4,Friday,1,0,38.52,9.61,4.07,4.94,5,11.8,77.7
2023-01-07 00:00:00,2023-01-07,0,5,Saturday,1,1,25.73,4.72,1.72,3.9,4,14.1,67.4
2023-01-07 01:00:00,2023-01-07,1,5,Saturday,1,1,27.9,8.48,3.57,2.71,1,6.7,48.4
2023-01-07 02:00:00,2023-01-07,2,5,Saturday,1,1,30.68,4.74,3.43,5.85,4,8.4,40.6
2023-01-07 03:00:00,2023-01-07,3,5,Saturday,1,1,23.72,4.5,2.28,2.64,4,15.1,35.9
2023-01-07 04:00:00,2023-01-07,4,5,Saturday,1,1,30.67,6.71,3.8,3.93,3,7.3,71.5
2023-01-07 05:00:00,2023-01-07,5,5,Saturday,1,1,34.56,8.83,1.73,5.61,0,12.6,49.0
2023-01-07 06:00:00,2023-01-07,6,5,Saturday,1,1,47.22,6.8,6.0,10.26,14,10.8,65.6
2023-01-07 07:00:00,2023-01-07,7,5,Saturday,1,1,48.47,11.84,4.05,9.46,12,13.9,54.5
2023-01-07 08:00:00,2023-01-07,8,5,Saturday,1,1,49.52,12.98,4.26,7.55,8,11.9,75.4
2023-01-07 09:00:00,2023-01-07,9,5,Saturday,1,1,69.3,12.49,4.58,12.14,16,5.4,70.2
2023-01-07 10:00:00,2023-01-07,10,5,Saturday,1,1,81.81,18.2,8.92,11.44,9,17.8,52.5
2023-01-07 11:00:00,2023-01-07,11,5,Saturday,1,1,57.73,10.68,7.29,8.9,19,11.1,59.9
2023-01-07 12:00:00,2023-01-07,12,5,Saturday,1,1,51.93,12.25,4.37,7.5,18,11.9,31.0
2023-01-07 13:00:00,2023-01-07,13,5,Saturday,1,1,79.23,19.2,4.86,9.5,18,12.8,63.4
2023-01-07 14:00:00,2023-01-07,14,5,Saturday,1,1,57.66,15.48,5.07,7.55,26,12.6,44.8
2023-01-07 15:00:00,2023-01-07,15,5,Saturday,1,1,60.7,10.51,4.28,9.05,18,17.7,69.7
2023-01-07 16:00:00,2023-01-07,16,5,Saturday,1,1,77.35,17.29,8.85,12.4,15,11.2,35.8
2023-01-07 17:00:00,2023-01-07,17,5,Saturday,1,1,45.02,11.07,4.78,3.95,5,5.9,59.4
2023-01-07 18:00:00,2023-01-07,18,5,Saturday,1,1,51.56,7.04,5.82,5.76,8,6.7,61.2
2023-01-07 19:00:00,2023-01-07,19,5,Saturday,1,1,41.15,7.59,3.01,7.21,4,16.7,62.7
2023-01-07 20:00:00,2023-01-07,20,5,Saturday,1,1,52.63,10.48,3.77,8.76,9,14.3,74.1
2023-01-07 21:00:00,2023-01-07,21,5,Saturday,1,1,27.12,8.55,2.72,5.79,1,11.3,32.2
2023-01-07 22:00:00,2023-01-07,22,5,Saturday,1,1,24.11,6.18,3.18,4.91,3,7.1,77.9
2023-01-07 23:00:00,2023-01-07,23,5,Saturday,1,1,31.21,7.33,2.6,4.77,1,13.5,48.3
2023-01-08 00:00:00,2023-01-08,0,6,Sunday,1,1,26.97,6.47,1.51,4.17,4,5.9,31.7
2023-01-08 01:00:00,2023-01-08,1,6,Sunday,1,1,30.14,7.68,3.23,4.26,3,14.6,72.2
2023-01-08 02:00:00,2023-01-08,2,6,Sunday,1,1,25.98,6.73,2.64,4.89,1,14.4,56.8
2023-01-08 03:00:00,2023-01-08,3,6,Sunday,1,1,30.17,8.64,1.85,5.03,4,14.5,37.2
2023-01-08 04:00:00,2023-01-08,4,6,Sunday,1,1,27.53,8.63,1.77,3.53,1,7.4,77.0
2023-01-08 05:00:00,2023-01-08,5,6,Sunday,1,1,31.08,6.22,2.64,4.0,1,6.2,65.9
2023-01-08 06:00:00,2023-01-08,6,6,Sunday,1,1,43.75,9.09,5.95,5.25,2,15.1,37.2
2023-01-08 07:00:00,2023-01-08,7,6,Sunday,1,1,41.67,6.98,3.26,7.9,11,13.7,38.0
2023-01-08 08:00:00,2023-01-08,8,6,Sunday,1,1,50.17,10.32,6.3,6.51,7,7.2,32.0
2023-01-08 09:00:00,2023-01-08,9,6,Sunday,1,1,74.18,18.08,8.09,10.3,19,12.3,59.7
2023-01-08 10:00:00,2023-01-08,10,6,Sunday,1,1,58.21,19.38,4.54,8.0,5,6.6,54.9
2023-01-08 11:00:00,2023-01-08,11,6,Sunday,1,1,65.15,10.78,4.67,12.91,28,13.9,31.0
2023-01-08 12:00:00,2023-01-08,12,6,Sunday,1,1,68.84,19.26,6.92,8.15,15,11.4,66.7
2023-01-08 13:00:00,2023-01-08,13,6,Sunday,1,1,60.44,16.53,8.94,7.11,12,7.0,42.9
2023-01-08 14:00:00,2023-01-08,14,6,Sunday,1,1,79.64,12.72,7.34,12.86,15,13.9,57.3
2023-01-08 15:00:00,2023-01-08,15,6,Sunday,1,1,68.14,10.68,8.74,10.98,5,12.8,81.7
2023-01-08 16:00:00,2023-01-08,16,6,Sunday,1,1,74.13,16.47,6.9,8.77,6,18.0,32.7
2023-01-08 17:00:00,2023-01-08,17,6,Sunday,1,1,55.61,11.59,4.81,7.74,5,13.5,72.1
2023-01-08 18:00:00,2023-01-08,18,6,Sunday,1,1,55.7,9.35,6.12,8.47,8,10.7,75.0
2023-01-08 19:00:00,2023-01-08,19,6,Sunday,1,1,36.12,8.61,4.03,5.96,6,9.9,60.2
2023-01-08 20:00:00,2023-01-08,20,6,Sunday,1,1,44.23,10.05,4.33,3.98,4,12.8,66.8
2023-01-08 21:00:00,2023-01-08,21,6,Sunday,1,1,33.87,8.39,2.65,4.47,4,15.6,36.0
2023-01-08 22:00:00,2023-01-08,22,6,Sunday,1,1,24.29,6.64,1.94,4.46,2,14.9,74.7
2023-01-08 23:00:00,2023-01-08,23,6,Sunday,1,1,31.53,4.21,3.73,3.97,1,7.2,64.0
2023-01-09 00:00:00,2023-01-09,0,0,Monday,1,0,44.17,10.86,6.23,6.67,7,9.0,63.6
2023-01-09 01:00:00,2023-01-09,1,0,Monday,1,0,40.9,7.29,3.31,7.44,1,15.4,40.2
2023-01-09 02:00:00,2023-01-09,2,0,Monday,1,0,41.93,11.66,3.32,8.67,3,11.3,74.3
2023-01-09 03:00:00,2023-01-09,3,0,Monday,1,0,49.75,12.68,4.95,8.16,5,12.7,73.7
2023-01-09 04:00:00,2023-01-09,4,0,Monday,1,0,42.82,7.64,4.01,8.61,7,9.6,43.0
2023-01-09 05:00:00,2023-01-09,5,0,Monday,1,0,46.94,9.25,5.2,4.4,3,6.9,53.3
2023-01-09 06:00:00,2023-01-09,6,0,Monday,1,0,100.65,18.66,12.15,17.92,40,6.2,31.3
2023-01-09 07:00:00,2023-01-09,7,0,Monday,1,0,109.8,18.62,9.04,19.18,44,17.8,37.5
2023-01-09 08:00:00,2023-01-09,8,0,Monday,1,0,114.78,20.86,9.28,20.46,30,17.9,37.1
2023-01-09 09:00:00,2023-01-09,9,0,Monday,1,0,162.57,31.35,11.12,20.61,115,7.5,47.8
2023-01-09 10:00:00,2023-01-09,10,0,Monday,1,0,154.35,32.92,11.03,26.25,81,13.7,33.8
2023-01-09 11:00:00,2023-01-09,11,0,Monday,1,0,179.97,39.26,12.5,25.44,149,5.7,50.8
2023-01-09 12:00:00,2023-01-09,12,0,Monday,1,0,155.82,38.93,12.58,19.94,81,12.3,82.7
2023-01-09 13:00:00,2023-01-09,13,0,Monday,1,0,139.26,31.76,9.85,21.45,75,5.0,46.5
2023-01-09 14:00:00,2023-01-09,14,0,Monday,1,0,178.6,34.03,13.38,19.76,79,14.6,72.3
2023-01-09 15:00:00,2023-01-09,15,0,Monday,1,0,155.04,30.34,16.55,29.44,90,11.6,38.8
2023-01-09 16:00:00,2023-01-09,16,0,Monday,1,0,141.16,27.99,12.17,22.64,76,17.2,60.5
2023-01-09 17:00:00,2023-01-09,17,0,Monday,1,0,96.85,20.81,9.85,18.77,29,17.9,76.8
2023-01-09 18:00:00,2023-01-09,18,0,Monday,1,0,93.21,25.1,7.26,17.84,49,13.8,59.3
2023-01-09 19:00:00,2023-01-09,19,0,Monday,1,0,88.23,23.64,8.6,10.61,41,14.0,49.0
2023-01-09 20:00:00,2023-01-09,20,0,Monday,1,0,64.62,12.8,8.18,6.06,10,9.1,63.4
2023-01-09 21:00:00,2023-01-09,21,0,Monday,1,0,67.72,14.24,7.36,5.99,9,5.3,37.4
2023-01-09 22:00:00,2023-01-09,22,0,Monday,1,0,46.54,8.77,5.11,5.59,4,17.2,78.2
2023-01-09 23:00:00,2023-01-09,23,0,Monday,1,0,29.49,5.31,4.17,5.32,6,5.8,72.9
2023-01-10 00:00:00,2023-01-10,0,1,Tuesday,1,0,37.72,6.88,6.48,4.2,7,8.9,53.7
2023-01-10 01:00:00,2023-01-10,1,1,Tuesday,1,0,42.82,11.0,5.01,7.19,7,15.6,63.8
2023-01-10 02:00:00,2023-01-10,2,1,Tuesday,1,0,38.36,10.56,4.66,6.12,6,15.3,52.3
2023-01-10 03:00:00,2023-01-10,3,1,Tuesday,1,0,43.96,9.63,3.29,5.91,4,5.1,52.9
2023-01-10 04:00:00,2023-01-10,4,1,Tuesday,1,0,41.82,6.62,3.61,7.85,1,7.5,64.0
2023-01-10 05:00:00,2023-01-10,5,1,Tuesday,1,0,37.56,7.79,2.85,4.12,0,6.4,60.1
2023-01-10 06:00:00,2023-01-10,6,1,Tuesday,1,0,111.29,26.58,7.14,18.08,23,16.2,43.4
2023-01-10 07:00:00,2023-01-10,7,1,Tuesday,1,0,121.3,26.77,9.05,22.94,36,13.6,81.9
2023-01-10 08:00:00,2023-01-10,8,1,Tuesday,1,0,115.6,16.59,8.32,22.68,59,11.0,65.0
2023-01-10 09:00:00,2023-01-10,9,1,Tuesday,1,0,178.65,37.97,11.01,26.24,148,14.6,58.2
2023-01-10 10:00:00,2023-01-10,10,1,Tuesday,1,0,168.63,26.81,11.17,28.81,130,5.9,30.7
2023-01-10 11:00:00,2023-01-10,11,1,Tuesday,1,0,169.13,41.11,16.42,21.91,137,6.3,66.3
2023-01-10 12:00:00,2023-01-10,12,1,Tuesday,1,0,148.09,27.53,9.26,16.67,87,16.7,73.0
2023-01-10 13:00:00,2023-01-10,13,1,Tuesday,1,0,150.44,38.37,12.83,27.25,69,15.4,46.1
2023-01-10 14:00:00,2023-01-10,14,1,Tuesday,1,0,187.23,36.17,14.94,27.92,106,13.0,38.6
2023-01-10 15:00:00,2023-01-10,15,1,Tuesday,1,0,159.68,35.3,13.43,20.33,104,17.1,67.2
2023-01-10 16:00:00,2023-01-10,16,1,Tuesday,1,0,167.08,26.21,18.14,26.93,113,16.0,80.5
2023-01-10 17:00:00,2023-01-10,17,1,Tuesday,1,0,101.99,23.95,11.24,17.47,46,7.3,60.0
